mission,direction,heure_th_sceaux,delta_sceaux,heure_th_antony,delta_antony,heure_th_bourg_la_reine,delta_bourg_la_reine,heure_th_chatelet,delta_chatelet,heure_th_aulnay,delta_aulnay,heure_th_cdg1,delta_cdg1,heure_th_vert_galant,delta_vert_galant
PINA08,Sud,,,2026-04-16 16:44:37+02:00,7.0,2026-04-16 16:40:02+02:00,2.0,2026-04-16 16:23:47+02:00,6.0,2026-04-16 16:00:50+02:00,6.0,2026-04-16 15:47:10+02:00,8.0,,
PQUL10,Sud,,,2026-04-16 16:52:10+02:00,8.0,2026-04-16 16:46:44+02:00,7.0,2026-04-16 16:26:47+02:00,3.0,2026-04-16 16:06:50+02:00,6.0,2026-04-16 15:54:20+02:00,7.0,,
SOME12,Sud,2026-04-16 16:54:51+02:00,15.0,,,2026-04-16 16:52:59+02:00,6.0,2026-04-16 16:32:47+02:00,6.0,2026-04-16 16:09:50+02:00,3.0,,,2026-04-16 16:03:00+02:00,15.0
LOUP14,Sud,,,2026-04-16 17:04:44+02:00,13.0,2026-04-16 16:59:54+02:00,7.0,2026-04-16 16:38:47+02:00,6.0,2026-04-16 16:15:50+02:00,6.0,2026-04-16 16:02:10+02:00,8.0,,
KERN16,Sud,,,2026-04-16 17:08:35+02:00,4.0,2026-04-16 17:02:54+02:00,3.0,2026-04-16 16:41:47+02:00,3.0,,,,,,
STAR18,Sud,2026-04-16 17:07:46+02:00,13.0,,,2026-04-16 17:05:49+02:00,3.0,2026-04-16 16:44:47+02:00,3.0,2026-04-16 16:21:50+02:00,6.0,2026-04-16 16:08:10+02:00,6.0,,
PGAZ20,Sud,,,2026-04-16 17:13:34+02:00,5.0,2026-04-16 17:08:44+02:00,3.0,2026-04-16 16:47:47+02:00,3.0,2026-04-16 16:24:50+02:00,3.0,,,2026-04-16 16:18:00+02:00,15.0
LOUP22,Sud,,,2026-04-16 17:16:44+02:00,3.0,2026-04-16 17:11:54+02:00,3.0,2026-04-16 16:50:47+02:00,3.0,2026-04-16 16:27:50+02:00,3.0,2026-04-16 16:14:10+02:00,6.0,,
KERN24,Sud,,,2026-04-16 17:20:35+02:00,4.0,2026-04-16 17:14:54+02:00,3.0,2026-04-16 16:53:47+02:00,3.0,,,,,,
STAR26,Sud,2026-04-16 17:19:46+02:00,12.0,,,2026-04-16 17:17:49+02:00,3.0,2026-04-16 16:56:47+02:00,3.0,2026-04-16 16:33:50+02:00,6.0,2026-04-16 16:20:10+02:00,6.0,,
PGAZ28,Sud,,,2026-04-16 17:25:34+02:00,5.0,2026-04-16 17:20:44+02:00,3.0,2026-04-16 16:59:47+02:00,3.0,2026-04-16 16:36:50+02:00,3.0,,,2026-04-16 16:30:00+02:00,12.0
LOUP30,Sud,,,2026-04-16 17:28:44+02:00,3.0,2026-04-16 17:23:54+02:00,3.0,2026-04-16 17:02:47+02:00,3.0,2026-04-16 16:39:50+02:00,3.0,2026-04-16 16:26:10+02:00,6.0,,
KERN32,Sud,,,2026-04-16 17:32:35+02:00,4.0,2026-04-16 17:26:54+02:00,3.0,2026-04-16 17:05:47+02:00,3.0,,,,,,
KERN32,Sud,,,2026-04-16 17:32:35+02:00,0.0,2026-04-16 17:26:54+02:00,0.0,2026-04-16 17:05:47+02:00,0.0,,,,,,
STAR34,Sud,2026-04-16 17:31:46+02:00,12.0,,,2026-04-16 17:29:49+02:00,3.0,2026-04-16 17:08:47+02:00,3.0,2026-04-16 16:45:50+02:00,6.0,2026-04-16 16:32:00+02:00,6.0,,
PGAZ36,Sud,,,2026-04-16 17:37:34+02:00,5.0,2026-04-16 17:32:44+02:00,3.0,2026-04-16 17:11:47+02:00,3.0,2026-04-16 16:48:50+02:00,3.0,,,2026-04-16 16:42:00+02:00,12.0
LOUP38,Sud,,,2026-04-16 17:40:44+02:00,3.0,2026-04-16 17:35:54+02:00,3.0,2026-04-16 17:14:47+02:00,3.0,2026-04-16 16:51:50+02:00,3.0,2026-04-16 16:38:00+02:00,6.0,,
KERN40,Sud,,,2026-04-16 17:44:35+02:00,0.0,2026-04-16 17:38:54+02:00,0.0,2026-04-16 17:17:47+02:00,3.0,,,,,,
KERN40,Sud,,,2026-04-16 17:44:35+02:00,4.0,2026-04-16 17:38:54+02:00,3.0,2026-04-16 17:17:47+02:00,0.0,,,,,,
STAR42,Sud,2026-04-16 17:43:46+02:00,12.0,,,2026-04-16 17:41:49+02:00,3.0,2026-04-16 17:20:47+02:00,3.0,2026-04-16 16:57:50+02:00,6.0,2026-04-16 16:44:00+02:00,6.0,,
PGAZ44,Sud,,,2026-04-16 17:49:34+02:00,5.0,2026-04-16 17:44:44+02:00,3.0,2026-04-16 17:23:47+02:00,3.0,2026-04-16 17:00:50+02:00,3.0,,,2026-04-16 16:54:00+02:00,12.0
LOUP46,Sud,,,2026-04-16 17:52:44+02:00,3.0,2026-04-16 17:47:54+02:00,3.0,2026-04-16 17:26:47+02:00,3.0,2026-04-16 17:03:50+02:00,3.0,2026-04-16 16:50:00+02:00,6.0,,
KERN48,Sud,,,2026-04-16 17:56:35+02:00,4.0,2026-04-16 17:50:54+02:00,3.0,2026-04-16 17:29:47+02:00,3.0,,,,,,
STAR50,Sud,2026-04-16 17:55:46+02:00,12.0,,,2026-04-16 17:53:49+02:00,3.0,2026-04-16 17:32:47+02:00,3.0,2026-04-16 17:09:50+02:00,6.0,2026-04-16 16:56:00+02:00,6.0,,
PGAZ52,Sud,,,2026-04-16 18:01:34+02:00,5.0,2026-04-16 17:56:44+02:00,3.0,2026-04-16 17:35:47+02:00,3.0,2026-04-16 17:12:50+02:00,0.0,,,2026-04-16 17:06:00+02:00,0.0
PGAZ52,Sud,,,2026-04-16 18:01:34+02:00,0.0,2026-04-16 17:56:44+02:00,0.0,2026-04-16 17:35:47+02:00,0.0,2026-04-16 17:12:50+02:00,3.0,,,2026-04-16 17:06:00+02:00,12.0
LOUP54,Sud,,,2026-04-16 18:04:44+02:00,3.0,2026-04-16 17:59:54+02:00,3.0,2026-04-16 17:38:47+02:00,3.0,2026-04-16 17:15:50+02:00,0.0,2026-04-16 17:02:00+02:00,0.0,,
LOUP54,Sud,,,2026-04-16 18:04:44+02:00,0.0,2026-04-16 17:59:54+02:00,0.0,2026-04-16 17:38:47+02:00,0.0,2026-04-16 17:15:50+02:00,3.0,2026-04-16 17:02:00+02:00,6.0,,
STAR58,Sud,2026-04-16 18:07:46+02:00,0.0,,,2026-04-16 18:05:49+02:00,6.0,2026-04-16 17:44:47+02:00,6.0,2026-04-16 17:21:50+02:00,6.0,2026-04-16 17:08:00+02:00,0.0,,
STAR58,Sud,2026-04-16 18:07:46+02:00,12.0,,,2026-04-16 18:05:49+02:00,0.0,2026-04-16 17:44:47+02:00,0.0,2026-04-16 17:21:50+02:00,0.0,2026-04-16 17:08:00+02:00,6.0,,
PGAZ60,Sud,,,2026-04-16 18:13:34+02:00,9.0,2026-04-16 18:08:44+02:00,3.0,2026-04-16 17:47:47+02:00,3.0,2026-04-16 17:24:50+02:00,3.0,,,2026-04-16 17:18:00+02:00,12.0
LOUP62,Sud,,,2026-04-16 18:16:44+02:00,3.0,2026-04-16 18:11:54+02:00,3.0,2026-04-16 17:50:47+02:00,3.0,2026-04-16 17:27:50+02:00,0.0,2026-04-16 17:14:00+02:00,6.0,,
LOUP62,Sud,,,2026-04-16 18:16:44+02:00,0.0,2026-04-16 18:11:54+02:00,0.0,2026-04-16 17:50:47+02:00,0.0,2026-04-16 17:27:50+02:00,3.0,2026-04-16 17:14:00+02:00,0.0,,
KERN64,Sud,,,2026-04-16 18:20:35+02:00,4.0,2026-04-16 18:14:54+02:00,3.0,2026-04-16 17:53:47+02:00,3.0,,,,,,
STAR66,Sud,2026-04-16 18:19:46+02:00,12.0,,,2026-04-16 18:17:49+02:00,3.0,2026-04-16 17:56:47+02:00,3.0,2026-04-16 17:33:50+02:00,6.0,2026-04-16 17:20:00+02:00,6.0,,
PGAZ68,Sud,,,2026-04-16 18:25:34+02:00,5.0,2026-04-16 18:20:44+02:00,3.0,2026-04-16 17:59:47+02:00,3.0,2026-04-16 17:36:50+02:00,3.0,,,2026-04-16 17:30:00+02:00,12.0
LOUP70,Sud,,,2026-04-16 18:28:44+02:00,3.0,2026-04-16 18:23:54+02:00,3.0,2026-04-16 18:02:47+02:00,3.0,2026-04-16 17:39:50+02:00,3.0,2026-04-16 17:26:00+02:00,6.0,,
KERN72,Sud,,,2026-04-16 18:32:35+02:00,4.0,2026-04-16 18:26:54+02:00,3.0,2026-04-16 18:05:47+02:00,3.0,,,,,,
STAR74,Sud,2026-04-16 18:31:46+02:00,12.0,,,2026-04-16 18:29:49+02:00,3.0,2026-04-16 18:08:47+02:00,3.0,2026-04-16 17:45:50+02:00,6.0,2026-04-16 17:32:00+02:00,6.0,,
PGAZ76,Sud,,,2026-04-16 18:37:34+02:00,5.0,2026-04-16 18:32:44+02:00,3.0,2026-04-16 18:11:47+02:00,3.0,2026-04-16 17:48:50+02:00,3.0,,,2026-04-16 17:42:00+02:00,12.0
LOUP78,Sud,,,2026-04-16 18:40:44+02:00,3.0,2026-04-16 18:35:54+02:00,3.0,2026-04-16 18:14:47+02:00,3.0,2026-04-16 17:51:50+02:00,3.0,2026-04-16 17:38:00+02:00,6.0,,
STAR82,Sud,2026-04-16 18:43:46+02:00,12.0,,,2026-04-16 18:41:49+02:00,6.0,2026-04-16 18:20:47+02:00,6.0,2026-04-16 17:57:50+02:00,6.0,2026-04-16 17:44:00+02:00,6.0,,
PGAZ84,Sud,,,2026-04-16 18:49:34+02:00,9.0,2026-04-16 18:44:44+02:00,3.0,2026-04-16 18:23:47+02:00,3.0,2026-04-16 18:00:50+02:00,3.0,,,2026-04-16 17:54:00+02:00,12.0
LOUP86,Sud,,,2026-04-16 18:52:44+02:00,3.0,2026-04-16 18:47:54+02:00,3.0,2026-04-16 18:26:47+02:00,3.0,2026-04-16 18:03:50+02:00,3.0,2026-04-16 17:50:00+02:00,6.0,,
STAR90,Sud,2026-04-16 18:55:46+02:00,12.0,,,2026-04-16 18:53:49+02:00,6.0,2026-04-16 18:32:47+02:00,6.0,2026-04-16 18:09:50+02:00,6.0,2026-04-16 17:56:00+02:00,6.0,,
PGAZ92,Sud,,,2026-04-16 19:01:34+02:00,9.0,2026-04-16 18:56:44+02:00,3.0,2026-04-16 18:35:47+02:00,3.0,2026-04-16 18:12:50+02:00,3.0,,,2026-04-16 18:06:00+02:00,12.0
LOUP94,Sud,,,2026-04-16 19:04:44+02:00,3.0,2026-04-16 18:59:54+02:00,3.0,2026-04-16 18:38:47+02:00,3.0,2026-04-16 18:15:50+02:00,3.0,2026-04-16 18:02:00+02:00,6.0,,
RATPLORE90,Sud,,,2026-04-16 08:44:32+02:00,1.0,2026-04-16 08:40:01+02:00,1.0,,,,,,,,
