mission,robinson,fontenay_aux_roses,sceaux,saint_remy_les_chevreuse,courcelle_sur_yvette,gif_sur_yvette,la_hacquiniere,bures_sur_yvette,orsay_ville,le_guichet,lozere,palaiseau_villebon,palaiseau,massy_palaiseau,massy_verrieres,les_baconnets,fontaine_michalon,antony,la_croix_de_berny,parc_de_sceaux,bourg_la_reine,bagneux,arcueil_cachan,laplace,gentilly,cite_universitaire,denfert_rochereau,port_royal,luxembourg,saint_michel_notre_dame,chatelet_les_halles,gare_du_nord,la_plaine_stade_de_france,la_courneuve_aubervilliers,le_bourget,drancy,le_blanc_mesnil,aulnay_sous_bois,sevran_beaudottes,villepinte,parc_des_expositions,aeroport_cdg_1_rer,aeroport_charles_de_gaulle_2,sevran_livry,vert_galant,villeparisis_mitry_le_neuf,mitry_claye,date_observation
IRUS35,,,,,,,,,,,,,,2026-04-15 08:49:33+02:00,2026-04-15 08:51:48+02:00,2026-04-15 08:53:46+02:00,,2026-04-15 08:56:39+02:00,2026-04-15 08:58:25+02:00,2026-04-15 09:00:08+02:00,2026-04-15 09:02:17+02:00,2026-04-15 09:04:46+02:00,2026-04-15 09:06:31+02:00,2026-04-15 09:08:34+02:00,2026-04-15 09:10:21+02:00,2026-04-15 09:12:12+02:00,2026-04-15 09:15:02+02:00,2026-04-15 09:16:49+02:00,2026-04-15 09:18:23+02:00,2026-04-15 09:20:59+02:00,2026-04-15 09:23:00+02:00,2026-04-15 09:27:00+02:00,2026-04-15 09:32:10+02:00,2026-04-15 09:34:40+02:00,2026-04-15 09:37:50+02:00,2026-04-15 09:40:30+02:00,2026-04-15 09:42:40+02:00,2026-04-15 09:45:20+02:00,,,,,,2026-04-15 09:48:40+02:00,2026-04-15 09:51:30+02:00,2026-04-15 09:54:40+02:00,,2026-04-15 07:55:04.042976+02:00
SORI30,,2026-04-15 09:42:31+02:00,2026-04-15 09:40:46+02:00,,,,,,,,,,,,,,,,,,2026-04-15 09:38:49+02:00,2026-04-15 09:36:01+02:00,2026-04-15 09:34:23+02:00,2026-04-15 09:32:15+02:00,2026-04-15 09:30:19+02:00,2026-04-15 09:28:32+02:00,2026-04-15 09:25:54+02:00,2026-04-15 09:23:36+02:00,2026-04-15 09:22:01+02:00,2026-04-15 09:20:09+02:00,2026-04-15 09:17:47+02:00,2026-04-15 09:14:00+02:00,2026-04-15 09:08:20+02:00,2026-04-15 09:05:30+02:00,2026-04-15 09:02:00+02:00,2026-04-15 08:59:10+02:00,2026-04-15 08:57:00+02:00,2026-04-15 08:54:50+02:00,,,,,,2026-04-15 08:51:10+02:00,2026-04-15 08:48:00+02:00,2026-04-15 08:44:50+02:00,2026-04-15 08:41:00+02:00,2026-04-15 07:55:04.042976+02:00
EMMY37,,,,,,,,,2026-04-15 08:42:31+02:00,2026-04-15 08:44:45+02:00,2026-04-15 08:46:47+02:00,2026-04-15 08:49:21+02:00,2026-04-15 08:51:12+02:00,2026-04-15 08:53:44+02:00,2026-04-15 08:55:31+02:00,2026-04-15 08:56:54+02:00,2026-04-15 08:58:24+02:00,2026-04-15 09:00:40+02:00,2026-04-15 09:02:26+02:00,,2026-04-15 09:05:17+02:00,2026-04-15 09:07:46+02:00,2026-04-15 09:09:31+02:00,2026-04-15 09:11:34+02:00,2026-04-15 09:13:21+02:00,2026-04-15 09:15:12+02:00,2026-04-15 09:18:02+02:00,2026-04-15 09:19:49+02:00,2026-04-15 09:21:23+02:00,2026-04-15 09:23:59+02:00,2026-04-15 09:26:00+02:00,2026-04-15 09:30:00+02:00,2026-04-15 09:35:10+02:00,2026-04-15 09:37:40+02:00,2026-04-15 09:40:50+02:00,2026-04-15 09:43:30+02:00,2026-04-15 09:45:40+02:00,2026-04-15 09:48:10+02:00,2026-04-15 09:51:30+02:00,2026-04-15 09:54:00+02:00,2026-04-15 09:56:20+02:00,2026-04-15 10:02:00+02:00,,,,,,2026-04-15 07:55:04.042976+02:00
GUAD95,,,,,,,,,,,,,,,,,,2026-04-15 07:56:39+02:00,2026-04-15 07:58:25+02:00,2026-04-15 08:00:08+02:00,2026-04-15 08:02:17+02:00,2026-04-15 08:04:46+02:00,2026-04-15 08:06:31+02:00,2026-04-15 08:08:34+02:00,2026-04-15 08:10:21+02:00,2026-04-15 08:12:12+02:00,2026-04-15 08:15:02+02:00,2026-04-15 08:16:49+02:00,2026-04-15 08:18:23+02:00,2026-04-15 08:20:59+02:00,2026-04-15 08:23:00+02:00,2026-04-15 08:27:00+02:00,2026-04-15 08:32:10+02:00,2026-04-15 08:34:40+02:00,2026-04-15 08:37:50+02:00,2026-04-15 08:40:30+02:00,2026-04-15 08:42:40+02:00,,,,,,,,,,,2026-04-15 07:55:04.042976+02:00
IVAN59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:54:40+02:00,2026-04-15 07:57:30+02:00,2026-04-15 08:00:40+02:00,,2026-04-15 07:55:04.042976+02:00
ELOI25,2026-04-15 08:40:33+02:00,2026-04-15 08:43:04+02:00,2026-04-15 08:44:48+02:00,,,,,,,,,,,,,,,,,,2026-04-15 08:47:06+02:00,2026-04-15 08:49:41+02:00,2026-04-15 08:51:26+02:00,2026-04-15 08:53:29+02:00,2026-04-15 08:55:16+02:00,2026-04-15 08:57:12+02:00,2026-04-15 09:00:02+02:00,2026-04-15 09:01:49+02:00,2026-04-15 09:03:23+02:00,2026-04-15 09:05:59+02:00,2026-04-15 09:08:00+02:00,2026-04-15 09:12:00+02:00,2026-04-15 09:17:10+02:00,2026-04-15 09:19:40+02:00,2026-04-15 09:22:50+02:00,2026-04-15 09:25:30+02:00,2026-04-15 09:27:40+02:00,2026-04-15 09:30:10+02:00,2026-04-15 09:33:30+02:00,2026-04-15 09:36:00+02:00,2026-04-15 09:38:20+02:00,2026-04-15 09:44:00+02:00,,,,,,2026-04-15 07:55:04.042976+02:00
PIER42,,,,,2026-04-15 10:26:06+02:00,2026-04-15 10:22:58+02:00,2026-04-15 10:21:00+02:00,2026-04-15 10:19:08+02:00,2026-04-15 10:17:11+02:00,2026-04-15 10:14:48+02:00,2026-04-15 10:12:27+02:00,2026-04-15 10:09:34+02:00,2026-04-15 10:07:29+02:00,2026-04-15 10:05:02+02:00,,,,2026-04-15 09:59:37+02:00,2026-04-15 09:57:42+02:00,,2026-04-15 09:55:02+02:00,,,,,2026-04-15 09:49:32+02:00,2026-04-15 09:46:54+02:00,2026-04-15 09:44:36+02:00,2026-04-15 09:43:01+02:00,2026-04-15 09:41:09+02:00,2026-04-15 09:38:47+02:00,2026-04-15 09:35:00+02:00,2026-04-15 09:29:20+02:00,2026-04-15 09:26:30+02:00,2026-04-15 09:23:00+02:00,2026-04-15 09:20:10+02:00,2026-04-15 09:18:00+02:00,2026-04-15 09:15:50+02:00,2026-04-15 09:12:10+02:00,2026-04-15 09:09:20+02:00,2026-04-15 09:07:20+02:00,2026-04-15 09:02:00+02:00,2026-04-15 08:54:50+02:00,,,,,2026-04-15 07:55:04.042976+02:00
PAUL72,,,,,2026-04-15 08:43:18+02:00,2026-04-15 08:40:10+02:00,2026-04-15 08:38:12+02:00,2026-04-15 08:36:20+02:00,2026-04-15 08:34:23+02:00,2026-04-15 08:32:00+02:00,,,,2026-04-15 08:26:09+02:00,,,,2026-04-15 08:19:34+02:00,2026-04-15 08:17:39+02:00,,2026-04-15 08:14:44+02:00,2026-04-15 08:12:01+02:00,2026-04-15 08:10:13+02:00,2026-04-15 08:08:05+02:00,2026-04-15 08:06:09+02:00,2026-04-15 08:04:27+02:00,2026-04-15 08:01:54+02:00,2026-04-15 07:59:36+02:00,2026-04-15 07:58:01+02:00,2026-04-15 07:56:09+02:00,,,,,,,,,,,,,,,,,,2026-04-15 07:55:04.042976+02:00
ELOI33,2026-04-15 08:52:33+02:00,2026-04-15 08:55:04+02:00,2026-04-15 08:56:48+02:00,,,,,,,,,,,,,,,,,,2026-04-15 08:59:06+02:00,2026-04-15 09:01:41+02:00,2026-04-15 09:03:26+02:00,2026-04-15 09:05:29+02:00,2026-04-15 09:07:16+02:00,2026-04-15 09:09:12+02:00,2026-04-15 09:12:02+02:00,2026-04-15 09:13:49+02:00,2026-04-15 09:15:23+02:00,2026-04-15 09:17:59+02:00,2026-04-15 09:20:00+02:00,2026-04-15 09:24:00+02:00,2026-04-15 09:29:10+02:00,2026-04-15 09:31:40+02:00,2026-04-15 09:34:50+02:00,2026-04-15 09:37:30+02:00,2026-04-15 09:39:40+02:00,2026-04-15 09:42:10+02:00,2026-04-15 09:45:30+02:00,2026-04-15 09:48:00+02:00,2026-04-15 09:50:20+02:00,2026-04-15 09:56:00+02:00,,,,,,2026-04-15 07:55:04.042976+02:00
STRI20,,2026-04-15 09:27:31+02:00,2026-04-15 09:25:46+02:00,,,,,,,,,,,,,,,,,,2026-04-15 09:23:49+02:00,2026-04-15 09:21:01+02:00,2026-04-15 09:19:23+02:00,2026-04-15 09:17:15+02:00,2026-04-15 09:15:19+02:00,2026-04-15 09:13:32+02:00,2026-04-15 09:10:54+02:00,2026-04-15 09:08:36+02:00,2026-04-15 09:07:01+02:00,2026-04-15 09:05:09+02:00,2026-04-15 09:02:47+02:00,2026-04-15 08:59:00+02:00,2026-04-15 08:53:20+02:00,2026-04-15 08:50:30+02:00,2026-04-15 08:47:00+02:00,2026-04-15 08:44:10+02:00,2026-04-15 08:42:00+02:00,2026-04-15 08:39:50+02:00,2026-04-15 08:36:10+02:00,2026-04-15 08:33:20+02:00,2026-04-15 08:31:20+02:00,2026-04-15 08:26:00+02:00,2026-04-15 08:18:50+02:00,,,,,2026-04-15 07:55:04.042976+02:00
LORE90,,,,,,,,,,2026-04-15 09:04:38+02:00,2026-04-15 09:02:17+02:00,2026-04-15 08:59:24+02:00,2026-04-15 08:57:19+02:00,2026-04-15 08:54:52+02:00,,2026-04-15 08:50:43+02:00,2026-04-15 08:48:59+02:00,2026-04-15 08:46:44+02:00,2026-04-15 08:44:49+02:00,,2026-04-15 08:41:54+02:00,2026-04-15 08:39:11+02:00,2026-04-15 08:37:23+02:00,2026-04-15 08:35:15+02:00,2026-04-15 08:33:19+02:00,2026-04-15 08:31:32+02:00,2026-04-15 08:28:54+02:00,2026-04-15 08:26:36+02:00,2026-04-15 08:25:01+02:00,2026-04-15 08:23:09+02:00,2026-04-15 08:20:47+02:00,2026-04-15 08:17:00+02:00,2026-04-15 08:11:20+02:00,2026-04-15 08:08:30+02:00,2026-04-15 08:05:00+02:00,2026-04-15 08:02:10+02:00,2026-04-15 08:00:00+02:00,2026-04-15 07:57:50+02:00,,,,,,,,,,2026-04-15 07:55:04.042976+02:00
EMIR89,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:55:46+02:00,2026-04-15 07:57:31+02:00,2026-04-15 07:59:34+02:00,2026-04-15 08:01:21+02:00,2026-04-15 08:03:12+02:00,2026-04-15 08:06:02+02:00,2026-04-15 08:07:49+02:00,2026-04-15 08:09:23+02:00,2026-04-15 08:11:59+02:00,2026-04-15 08:14:00+02:00,2026-04-15 08:18:00+02:00,2026-04-15 08:23:10+02:00,2026-04-15 08:25:40+02:00,2026-04-15 08:28:50+02:00,2026-04-15 08:31:30+02:00,2026-04-15 08:33:40+02:00,2026-04-15 08:36:10+02:00,2026-04-15 08:39:30+02:00,2026-04-15 08:42:00+02:00,2026-04-15 08:44:20+02:00,2026-04-15 08:50:00+02:00,,,,,,2026-04-15 07:55:04.042976+02:00
ELFE69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:53:10+02:00,2026-04-15 07:55:40+02:00,2026-04-15 07:58:50+02:00,2026-04-15 08:01:30+02:00,2026-04-15 08:03:40+02:00,2026-04-15 08:06:10+02:00,2026-04-15 08:09:30+02:00,2026-04-15 08:12:00+02:00,2026-04-15 08:14:20+02:00,2026-04-15 08:20:00+02:00,,,,,,2026-04-15 07:55:04.042976+02:00
ELFE61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:54:10+02:00,2026-04-15 07:57:30+02:00,2026-04-15 08:00:00+02:00,2026-04-15 08:02:20+02:00,2026-04-15 08:08:00+02:00,,,,,,2026-04-15 07:55:04.042976+02:00
PUMA38,,,,,2026-04-15 07:55:58+02:00,2026-04-15 07:52:50+02:00,2026-04-15 07:50:52+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:55:04.042976+02:00
LORE82,,,,,,,,,,2026-04-15 08:52:38+02:00,2026-04-15 08:50:17+02:00,2026-04-15 08:47:24+02:00,2026-04-15 08:45:19+02:00,2026-04-15 08:42:52+02:00,,2026-04-15 08:38:43+02:00,2026-04-15 08:36:59+02:00,2026-04-15 08:34:44+02:00,2026-04-15 08:32:49+02:00,,2026-04-15 08:29:54+02:00,2026-04-15 08:27:11+02:00,2026-04-15 08:25:23+02:00,2026-04-15 08:23:15+02:00,2026-04-15 08:21:19+02:00,2026-04-15 08:19:32+02:00,2026-04-15 08:16:54+02:00,2026-04-15 08:14:36+02:00,2026-04-15 08:13:01+02:00,2026-04-15 08:11:09+02:00,2026-04-15 08:08:47+02:00,2026-04-15 08:05:00+02:00,2026-04-15 07:59:20+02:00,2026-04-15 07:56:30+02:00,2026-04-15 07:53:00+02:00,,,,,,,,,,,,,2026-04-15 07:55:04.042976+02:00
IVIS15,,,,2026-04-15 07:59:52+02:00,2026-04-15 08:03:03+02:00,2026-04-15 08:06:10+02:00,2026-04-15 08:08:06+02:00,2026-04-15 08:09:58+02:00,2026-04-15 08:12:48+02:00,2026-04-15 08:15:07+02:00,,,2026-04-15 08:19:38+02:00,2026-04-15 08:22:20+02:00,,,,2026-04-15 08:27:15+02:00,2026-04-15 08:29:06+02:00,,2026-04-15 08:32:07+02:00,2026-04-15 08:34:36+02:00,2026-04-15 08:36:26+02:00,2026-04-15 08:38:29+02:00,2026-04-15 08:40:16+02:00,2026-04-15 08:42:12+02:00,2026-04-15 08:45:02+02:00,2026-04-15 08:46:49+02:00,2026-04-15 08:48:23+02:00,2026-04-15 08:50:59+02:00,2026-04-15 08:53:00+02:00,2026-04-15 08:57:00+02:00,2026-04-15 09:02:10+02:00,2026-04-15 09:04:40+02:00,2026-04-15 09:07:50+02:00,2026-04-15 09:10:30+02:00,2026-04-15 09:12:40+02:00,2026-04-15 09:15:20+02:00,,,,,,2026-04-15 09:18:40+02:00,2026-04-15 09:21:30+02:00,2026-04-15 09:24:40+02:00,,2026-04-15 07:55:04.042976+02:00
ELFE77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:56:00+02:00,2026-04-15 08:00:00+02:00,2026-04-15 08:05:10+02:00,2026-04-15 08:07:40+02:00,2026-04-15 08:10:50+02:00,2026-04-15 08:13:30+02:00,2026-04-15 08:15:40+02:00,2026-04-15 08:18:10+02:00,2026-04-15 08:21:30+02:00,2026-04-15 08:24:00+02:00,2026-04-15 08:26:20+02:00,2026-04-15 08:32:00+02:00,,,,,,2026-04-15 07:55:04.042976+02:00
LORE50,,,,,,,,,,2026-04-15 08:04:38+02:00,2026-04-15 08:02:17+02:00,2026-04-15 07:59:24+02:00,2026-04-15 07:57:19+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:55:04.042976+02:00
PAUL88,,,,,2026-04-15 09:07:18+02:00,2026-04-15 09:04:10+02:00,2026-04-15 09:02:12+02:00,2026-04-15 09:00:20+02:00,2026-04-15 08:58:23+02:00,2026-04-15 08:56:00+02:00,,,,2026-04-15 08:50:09+02:00,,,,2026-04-15 08:43:34+02:00,2026-04-15 08:41:39+02:00,,2026-04-15 08:38:44+02:00,2026-04-15 08:36:01+02:00,2026-04-15 08:34:13+02:00,2026-04-15 08:32:05+02:00,2026-04-15 08:30:09+02:00,2026-04-15 08:28:27+02:00,2026-04-15 08:25:54+02:00,2026-04-15 08:23:36+02:00,2026-04-15 08:22:01+02:00,2026-04-15 08:20:09+02:00,2026-04-15 08:17:47+02:00,2026-04-15 08:14:00+02:00,2026-04-15 08:08:20+02:00,2026-04-15 08:05:30+02:00,2026-04-15 08:02:00+02:00,2026-04-15 07:59:10+02:00,2026-04-15 07:57:00+02:00,2026-04-15 07:54:50+02:00,,,,,,,,,,2026-04-15 07:55:04.042976+02:00
IDOR41,,,,2026-04-15 08:38:56+02:00,2026-04-15 08:42:07+02:00,2026-04-15 08:45:14+02:00,2026-04-15 08:47:10+02:00,2026-04-15 08:49:02+02:00,2026-04-15 08:51:42+02:00,2026-04-15 08:53:56+02:00,2026-04-15 08:56:03+02:00,2026-04-15 08:58:37+02:00,2026-04-15 09:00:28+02:00,2026-04-15 09:03:10+02:00,2026-04-15 09:05:25+02:00,2026-04-15 09:07:23+02:00,2026-04-15 09:08:58+02:00,2026-04-15 09:11:24+02:00,2026-04-15 09:13:15+02:00,2026-04-15 09:14:58+02:00,2026-04-15 09:17:17+02:00,2026-04-15 09:19:46+02:00,2026-04-15 09:21:31+02:00,2026-04-15 09:23:34+02:00,2026-04-15 09:25:21+02:00,2026-04-15 09:27:12+02:00,2026-04-15 09:30:02+02:00,2026-04-15 09:31:49+02:00,2026-04-15 09:33:23+02:00,2026-04-15 09:35:59+02:00,2026-04-15 09:38:00+02:00,2026-04-15 09:42:00+02:00,2026-04-15 09:47:10+02:00,2026-04-15 09:49:40+02:00,2026-04-15 09:52:50+02:00,2026-04-15 09:55:30+02:00,2026-04-15 09:57:40+02:00,2026-04-15 10:00:20+02:00,,,,,,2026-04-15 10:03:40+02:00,2026-04-15 10:06:30+02:00,2026-04-15 10:09:40+02:00,,2026-04-15 07:55:04.042976+02:00
EMMY29,,,,,,,,,2026-04-15 08:30:31+02:00,2026-04-15 08:32:45+02:00,2026-04-15 08:34:47+02:00,2026-04-15 08:37:21+02:00,2026-04-15 08:39:12+02:00,2026-04-15 08:41:44+02:00,,2026-04-15 08:44:54+02:00,2026-04-15 08:46:24+02:00,2026-04-15 08:48:40+02:00,2026-04-15 08:50:26+02:00,,2026-04-15 08:53:17+02:00,2026-04-15 08:55:46+02:00,2026-04-15 08:57:31+02:00,2026-04-15 08:59:34+02:00,2026-04-15 09:01:21+02:00,2026-04-15 09:03:12+02:00,2026-04-15 09:06:02+02:00,2026-04-15 09:07:49+02:00,2026-04-15 09:09:23+02:00,2026-04-15 09:11:59+02:00,2026-04-15 09:14:00+02:00,2026-04-15 09:18:00+02:00,2026-04-15 09:23:10+02:00,2026-04-15 09:25:40+02:00,2026-04-15 09:28:50+02:00,2026-04-15 09:31:30+02:00,2026-04-15 09:33:40+02:00,2026-04-15 09:36:10+02:00,2026-04-15 09:39:30+02:00,2026-04-15 09:42:00+02:00,2026-04-15 09:44:20+02:00,2026-04-15 09:50:00+02:00,,,,,,2026-04-15 07:55:04.042976+02:00
LORE74,,,,,,,,,,2026-04-15 08:40:38+02:00,2026-04-15 08:38:17+02:00,2026-04-15 08:35:24+02:00,2026-04-15 08:33:19+02:00,2026-04-15 08:30:52+02:00,,2026-04-15 08:26:43+02:00,2026-04-15 08:24:59+02:00,2026-04-15 08:22:44+02:00,2026-04-15 08:20:49+02:00,,2026-04-15 08:17:54+02:00,2026-04-15 08:15:11+02:00,2026-04-15 08:13:23+02:00,2026-04-15 08:11:15+02:00,2026-04-15 08:09:19+02:00,2026-04-15 08:07:32+02:00,2026-04-15 08:04:54+02:00,2026-04-15 08:02:36+02:00,2026-04-15 08:01:01+02:00,2026-04-15 07:59:09+02:00,2026-04-15 07:56:47+02:00,,,,,,,,,,,,,,,,,2026-04-15 07:55:04.042976+02:00
KLEE52,,,,,,,,,,,,,,,2026-04-15 07:55:12+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:55:04.042976+02:00
ELOI17,2026-04-15 08:28:33+02:00,2026-04-15 08:31:04+02:00,2026-04-15 08:32:48+02:00,,,,,,,,,,,,,,,,,,2026-04-15 08:35:06+02:00,2026-04-15 08:37:41+02:00,2026-04-15 08:39:26+02:00,2026-04-15 08:41:29+02:00,2026-04-15 08:43:16+02:00,2026-04-15 08:45:12+02:00,2026-04-15 08:48:02+02:00,2026-04-15 08:49:49+02:00,2026-04-15 08:51:23+02:00,2026-04-15 08:53:59+02:00,2026-04-15 08:56:00+02:00,2026-04-15 09:00:00+02:00,2026-04-15 09:05:10+02:00,2026-04-15 09:07:40+02:00,2026-04-15 09:10:50+02:00,2026-04-15 09:13:30+02:00,2026-04-15 09:15:40+02:00,2026-04-15 09:18:10+02:00,2026-04-15 09:21:30+02:00,2026-04-15 09:24:00+02:00,2026-04-15 09:26:20+02:00,2026-04-15 09:32:00+02:00,,,,,,2026-04-15 07:55:04.042976+02:00
LORE42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:55:04.042976+02:00
STIN70,,2026-04-15 08:15:31+02:00,2026-04-15 08:13:46+02:00,,,,,,,,,,,,,,,,,,2026-04-15 08:11:49+02:00,2026-04-15 08:09:01+02:00,2026-04-15 08:07:23+02:00,2026-04-15 08:05:15+02:00,2026-04-15 08:03:19+02:00,2026-04-15 08:01:32+02:00,2026-04-15 07:58:54+02:00,2026-04-15 07:56:36+02:00,2026-04-15 07:55:01+02:00,,,,,,,,,,,,,,,,,,,2026-04-15 07:55:04.042976+02:00
IVIS31,,,,2026-04-15 08:23:52+02:00,2026-04-15 08:27:03+02:00,2026-04-15 08:30:10+02:00,2026-04-15 08:32:06+02:00,2026-04-15 08:33:58+02:00,2026-04-15 08:36:48+02:00,2026-04-15 08:39:07+02:00,,,2026-04-15 08:43:38+02:00,2026-04-15 08:46:20+02:00,,,,2026-04-15 08:51:15+02:00,2026-04-15 08:53:06+02:00,2026-04-15 08:54:26+02:00,2026-04-15 08:56:07+02:00,2026-04-15 08:58:36+02:00,2026-04-15 09:00:26+02:00,2026-04-15 09:02:29+02:00,2026-04-15 09:04:16+02:00,2026-04-15 09:06:12+02:00,2026-04-15 09:09:02+02:00,2026-04-15 09:10:49+02:00,2026-04-15 09:12:23+02:00,2026-04-15 09:14:59+02:00,2026-04-15 09:17:00+02:00,2026-04-15 09:21:00+02:00,2026-04-15 09:26:10+02:00,2026-04-15 09:28:40+02:00,2026-04-15 09:31:50+02:00,2026-04-15 09:34:30+02:00,2026-04-15 09:36:40+02:00,2026-04-15 09:39:20+02:00,,,,,,2026-04-15 09:42:40+02:00,2026-04-15 09:45:30+02:00,2026-04-15 09:48:40+02:00,,2026-04-15 07:55:04.042976+02:00
KLEE76,,,,,,,,,,,,,,,2026-04-15 08:31:12+02:00,2026-04-15 08:29:23+02:00,,2026-04-15 08:26:35+02:00,2026-04-15 08:24:40+02:00,2026-04-15 08:22:46+02:00,2026-04-15 08:20:54+02:00,2026-04-15 08:18:11+02:00,2026-04-15 08:16:23+02:00,2026-04-15 08:14:15+02:00,2026-04-15 08:12:19+02:00,2026-04-15 08:10:32+02:00,2026-04-15 08:07:54+02:00,2026-04-15 08:05:36+02:00,2026-04-15 08:04:01+02:00,2026-04-15 08:02:09+02:00,2026-04-15 07:59:47+02:00,2026-04-15 07:56:00+02:00,,,,,,,,,,,,,,,,2026-04-15 07:55:04.042976+02:00
STRI04,,2026-04-15 09:03:31+02:00,2026-04-15 09:01:46+02:00,,,,,,,,,,,,,,,,,,2026-04-15 08:59:49+02:00,2026-04-15 08:57:01+02:00,2026-04-15 08:55:23+02:00,2026-04-15 08:53:15+02:00,2026-04-15 08:51:19+02:00,2026-04-15 08:49:32+02:00,2026-04-15 08:46:54+02:00,2026-04-15 08:44:36+02:00,2026-04-15 08:43:01+02:00,2026-04-15 08:41:09+02:00,2026-04-15 08:38:47+02:00,2026-04-15 08:35:00+02:00,2026-04-15 08:29:20+02:00,2026-04-15 08:26:30+02:00,2026-04-15 08:23:00+02:00,2026-04-15 08:20:10+02:00,2026-04-15 08:18:00+02:00,2026-04-15 08:15:50+02:00,2026-04-15 08:12:10+02:00,2026-04-15 08:09:20+02:00,2026-04-15 08:07:20+02:00,2026-04-15 08:02:00+02:00,2026-04-15 07:54:50+02:00,,,,,2026-04-15 07:55:04.042976+02:00
IVAN67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:52:40+02:00,2026-04-15 07:55:50+02:00,2026-04-15 07:58:30+02:00,2026-04-15 08:00:40+02:00,2026-04-15 08:03:20+02:00,,,,,,2026-04-15 08:06:40+02:00,2026-04-15 08:09:30+02:00,2026-04-15 08:12:40+02:00,,2026-04-15 07:55:04.042976+02:00
EMIR97,,,,,,,,,,,,,,2026-04-15 07:53:44+02:00,,2026-04-15 07:56:54+02:00,2026-04-15 07:58:24+02:00,2026-04-15 08:00:40+02:00,2026-04-15 08:02:26+02:00,,2026-04-15 08:05:17+02:00,2026-04-15 08:07:46+02:00,2026-04-15 08:09:31+02:00,2026-04-15 08:11:34+02:00,2026-04-15 08:13:21+02:00,2026-04-15 08:15:12+02:00,2026-04-15 08:18:02+02:00,2026-04-15 08:19:49+02:00,2026-04-15 08:21:23+02:00,2026-04-15 08:23:59+02:00,2026-04-15 08:26:00+02:00,2026-04-15 08:30:00+02:00,2026-04-15 08:35:10+02:00,2026-04-15 08:37:40+02:00,2026-04-15 08:40:50+02:00,2026-04-15 08:43:30+02:00,2026-04-15 08:45:40+02:00,2026-04-15 08:48:10+02:00,2026-04-15 08:51:30+02:00,2026-04-15 08:54:00+02:00,2026-04-15 08:56:20+02:00,2026-04-15 09:02:00+02:00,,,,,,2026-04-15 07:55:04.042976+02:00
ELOI09,2026-04-15 08:16:33+02:00,2026-04-15 08:19:04+02:00,2026-04-15 08:20:48+02:00,,,,,,,,,,,,,,,,,,2026-04-15 08:23:06+02:00,2026-04-15 08:25:41+02:00,2026-04-15 08:27:26+02:00,2026-04-15 08:29:29+02:00,2026-04-15 08:31:16+02:00,2026-04-15 08:33:12+02:00,2026-04-15 08:36:02+02:00,2026-04-15 08:37:49+02:00,2026-04-15 08:39:23+02:00,2026-04-15 08:41:59+02:00,2026-04-15 08:44:00+02:00,2026-04-15 08:48:00+02:00,2026-04-15 08:53:10+02:00,2026-04-15 08:55:40+02:00,2026-04-15 08:58:50+02:00,2026-04-15 09:01:30+02:00,2026-04-15 09:03:40+02:00,2026-04-15 09:06:10+02:00,2026-04-15 09:09:30+02:00,2026-04-15 09:12:00+02:00,2026-04-15 09:14:20+02:00,2026-04-15 09:20:00+02:00,,,,,,2026-04-15 07:55:04.042976+02:00
PLAC34,,,,,2026-04-15 10:11:06+02:00,2026-04-15 10:07:58+02:00,2026-04-15 10:06:00+02:00,2026-04-15 10:04:08+02:00,2026-04-15 10:02:11+02:00,2026-04-15 09:59:48+02:00,2026-04-15 09:57:27+02:00,2026-04-15 09:54:34+02:00,2026-04-15 09:52:29+02:00,2026-04-15 09:50:02+02:00,,,,2026-04-15 09:44:37+02:00,2026-04-15 09:42:42+02:00,,2026-04-15 09:40:02+02:00,,,,,2026-04-15 09:34:32+02:00,2026-04-15 09:31:54+02:00,2026-04-15 09:29:36+02:00,2026-04-15 09:28:01+02:00,2026-04-15 09:26:09+02:00,2026-04-15 09:23:47+02:00,2026-04-15 09:20:00+02:00,2026-04-15 09:14:20+02:00,2026-04-15 09:11:30+02:00,2026-04-15 09:08:00+02:00,2026-04-15 09:05:10+02:00,2026-04-15 09:03:00+02:00,2026-04-15 09:00:50+02:00,,,,,,2026-04-15 08:57:10+02:00,2026-04-15 08:54:00+02:00,2026-04-15 08:50:50+02:00,2026-04-15 08:47:00+02:00,2026-04-15 07:55:04.042976+02:00
