mission,direction,heure_re_sceaux,delta_sceaux,heure_re_antony,delta_antony,heure_re_bourg_la_reine,delta_bourg_la_reine,heure_re_chatelet,delta_chatelet,heure_re_aulnay,delta_aulnay,heure_re_cdg1,delta_cdg1,heure_re_vert_galant,delta_vert_galant
KAPE68,Sud,,,2026-04-16 11:08:18+02:00,9.0,2026-04-16 11:03:02+02:00,8.0,2026-04-16 10:43:07+02:00,4.0,2026-04-16 10:21:05+02:00,5.0,2026-04-16 10:07:40+02:00,6.0,,
SORI70,Sud,2026-04-16 11:11:16+02:00,14.0,,,2026-04-16 11:09:14+02:00,6.0,2026-04-16 10:48:37+02:00,6.0,2026-04-16 10:26:15+02:00,5.0,,,2026-04-16 10:18:00+02:00,12.0
PIER72,Sud,,,2026-04-16 11:15:22+02:00,7.0,2026-04-16 11:10:42+02:00,1.0,2026-04-16 10:56:07+02:00,8.0,2026-04-16 10:31:39+02:00,5.0,2026-04-16 10:17:10+02:00,10.0,,
KARI74,Sud,,,2026-04-16 11:23:40+02:00,8.0,2026-04-16 11:18:24+02:00,8.0,2026-04-16 10:57:15+02:00,1.0,2026-04-16 10:37:58+02:00,6.0,2026-04-16 10:25:28+02:00,8.0,,
SORI76,Sud,2026-04-16 11:25:46+02:00,15.0,,,2026-04-16 11:23:44+02:00,5.0,2026-04-16 11:02:38+02:00,5.0,2026-04-16 10:40:21+02:00,2.0,,,2026-04-16 10:33:00+02:00,15.0
PIER78,Sud,,,2026-04-16 11:31:22+02:00,8.0,2026-04-16 11:26:42+02:00,3.0,2026-04-16 11:11:07+02:00,8.0,2026-04-16 10:46:35+02:00,6.0,2026-04-16 10:32:10+02:00,7.0,,
KARI80,Sud,,,2026-04-16 11:38:11+02:00,7.0,2026-04-16 11:32:55+02:00,6.0,2026-04-16 11:12:18+02:00,1.0,2026-04-16 10:53:00+02:00,6.0,2026-04-16 10:40:30+02:00,8.0,,
SORI82,Sud,2026-04-16 11:40:34+02:00,15.0,,,2026-04-16 11:38:32+02:00,6.0,2026-04-16 11:17:40+02:00,5.0,2026-04-16 10:55:22+02:00,2.0,,,2026-04-16 10:48:00+02:00,15.0
PIER84,Sud,,,2026-04-16 11:45:22+02:00,7.0,2026-04-16 11:40:42+02:00,2.0,2026-04-16 11:23:57+02:00,6.0,2026-04-16 11:01:40+02:00,6.0,2026-04-16 10:47:10+02:00,7.0,,
KARI86,Sud,,,2026-04-16 11:52:25+02:00,7.0,2026-04-16 11:47:09+02:00,6.0,2026-04-16 11:26:35+02:00,3.0,2026-04-16 11:05:10+02:00,4.0,2026-04-16 10:53:40+02:00,7.0,,
SORI88,Sud,2026-04-16 11:55:24+02:00,15.0,,,2026-04-16 11:53:22+02:00,6.0,2026-04-16 11:32:45+02:00,6.0,2026-04-16 11:10:18+02:00,5.0,,,2026-04-16 11:01:59+02:00,14.0
PIER90,Sud,,,2026-04-16 12:00:25+02:00,8.0,2026-04-16 11:55:45+02:00,2.0,2026-04-16 11:39:20+02:00,7.0,2026-04-16 11:17:03+02:00,7.0,2026-04-16 11:02:10+02:00,9.0,,
KARI92,Sud,,,2026-04-16 12:08:00+02:00,8.0,2026-04-16 12:02:44+02:00,7.0,2026-04-16 11:41:41+02:00,2.0,2026-04-16 11:22:24+02:00,5.0,2026-04-16 11:09:20+02:00,7.0,,
SORI94,Sud,2026-04-16 12:10:16+02:00,15.0,,,2026-04-16 12:08:14+02:00,6.0,2026-04-16 11:47:37+02:00,6.0,2026-04-16 11:25:20+02:00,3.0,,,2026-04-16 11:18:00+02:00,16.0
PIER96,Sud,,,2026-04-16 12:14:23+02:00,6.0,2026-04-16 12:09:43+02:00,1.0,2026-04-16 11:53:21+02:00,6.0,2026-04-16 11:31:09+02:00,6.0,2026-04-16 11:17:10+02:00,8.0,,
KARI98,Sud,,,2026-04-16 12:22:00+02:00,8.0,2026-04-16 12:16:44+02:00,7.0,2026-04-16 11:56:12+02:00,3.0,2026-04-16 11:36:50+02:00,6.0,2026-04-16 11:24:20+02:00,7.0,,
SOSO02,Sud,2026-04-16 12:26:07+02:00,16.0,,,2026-04-16 12:24:05+02:00,7.0,2026-04-16 12:03:07+02:00,7.0,2026-04-16 11:39:56+02:00,3.0,,,2026-04-16 11:33:00+02:00,15.0
PIST04,Sud,,,2026-04-16 12:32:19+02:00,10.0,2026-04-16 12:27:39+02:00,4.0,2026-04-16 12:11:30+02:00,8.0,2026-04-16 11:46:54+02:00,7.0,2026-04-16 11:32:10+02:00,8.0,,
KALI06,Sud,,,2026-04-16 12:39:57+02:00,8.0,2026-04-16 12:34:41+02:00,7.0,2026-04-16 12:16:07+02:00,5.0,2026-04-16 11:51:52+02:00,5.0,2026-04-16 11:39:20+02:00,7.0,,
SOSO08,Sud,2026-04-16 12:40:16+02:00,14.0,,,2026-04-16 12:38:14+02:00,4.0,2026-04-16 12:17:07+02:00,1.0,2026-04-16 11:55:10+02:00,3.0,,,2026-04-16 11:48:00+02:00,15.0
PIST10,Sud,,,2026-04-16 12:44:24+02:00,4.0,2026-04-16 12:39:44+02:00,2.0,2026-04-16 12:23:37+02:00,7.0,2026-04-16 12:01:10+02:00,6.0,2026-04-16 11:47:10+02:00,8.0,,
KALI12,Sud,,,2026-04-16 12:52:00+02:00,8.0,2026-04-16 12:46:44+02:00,7.0,2026-04-16 12:26:32+02:00,3.0,2026-04-16 12:05:34+02:00,4.0,2026-04-16 11:53:40+02:00,7.0,,
SOSO14,Sud,2026-04-16 12:54:55+02:00,15.0,,,2026-04-16 12:52:53+02:00,6.0,2026-04-16 12:33:02+02:00,7.0,2026-04-16 12:10:35+02:00,5.0,,,2026-04-16 12:02:45+02:00,15.0
PIST16,Sud,,,2026-04-16 13:00:22+02:00,8.0,2026-04-16 12:55:42+02:00,3.0,2026-04-16 12:39:03+02:00,6.0,2026-04-16 12:16:46+02:00,6.0,2026-04-16 12:02:10+02:00,9.0,,
KALI18,Sud,,,2026-04-16 13:08:53+02:00,9.0,2026-04-16 13:03:37+02:00,8.0,2026-04-16 12:43:00+02:00,4.0,2026-04-16 12:23:43+02:00,7.0,2026-04-16 12:09:57+02:00,8.0,,
SOSO20,Sud,2026-04-16 13:09:46+02:00,15.0,,,2026-04-16 13:07:44+02:00,4.0,2026-04-16 12:47:07+02:00,4.0,2026-04-16 12:24:50+02:00,1.0,,,2026-04-16 12:18:00+02:00,15.0
PIST22,Sud,,,2026-04-16 13:14:12+02:00,5.0,2026-04-16 13:09:32+02:00,2.0,2026-04-16 12:53:07+02:00,6.0,2026-04-16 12:30:50+02:00,6.0,2026-04-16 12:17:10+02:00,7.0,,
KALI24,Sud,,,2026-04-16 13:22:00+02:00,8.0,2026-04-16 13:16:44+02:00,7.0,2026-04-16 12:56:07+02:00,3.0,2026-04-16 12:36:50+02:00,6.0,2026-04-16 12:24:20+02:00,7.0,,
SOSO26,Sud,2026-04-16 13:24:46+02:00,15.0,,,2026-04-16 13:22:44+02:00,6.0,2026-04-16 13:02:07+02:00,6.0,2026-04-16 12:39:50+02:00,3.0,,,2026-04-16 12:33:00+02:00,15.0
PIST28,Sud,,,2026-04-16 13:29:12+02:00,7.0,2026-04-16 13:24:32+02:00,2.0,2026-04-16 13:08:07+02:00,6.0,2026-04-16 12:45:50+02:00,6.0,2026-04-16 12:32:10+02:00,8.0,,
KALI30,Sud,,,2026-04-16 13:37:00+02:00,8.0,2026-04-16 13:31:44+02:00,7.0,2026-04-16 13:11:07+02:00,3.0,2026-04-16 12:51:20+02:00,6.0,2026-04-16 12:39:20+02:00,7.0,,
SOSO32,Sud,2026-04-16 13:39:46+02:00,15.0,,,2026-04-16 13:37:44+02:00,6.0,2026-04-16 13:17:07+02:00,6.0,2026-04-16 12:54:50+02:00,4.0,,,2026-04-16 12:48:00+02:00,15.0
PIST34,Sud,,,2026-04-16 13:44:12+02:00,7.0,2026-04-16 13:39:32+02:00,2.0,2026-04-16 13:23:07+02:00,6.0,2026-04-16 13:00:50+02:00,6.0,2026-04-16 12:47:10+02:00,8.0,,
KALI36,Sud,,,2026-04-16 13:52:00+02:00,8.0,2026-04-16 13:46:44+02:00,7.0,2026-04-16 13:26:07+02:00,3.0,2026-04-16 13:06:20+02:00,6.0,2026-04-16 12:54:20+02:00,7.0,,
SOSO38,Sud,2026-04-16 13:55:01+02:00,15.0,,,2026-04-16 13:52:44+02:00,6.0,2026-04-16 13:32:07+02:00,6.0,2026-04-16 13:09:50+02:00,4.0,,,2026-04-16 13:03:00+02:00,15.0
PIST40,Sud,,,2026-04-16 13:59:29+02:00,7.0,2026-04-16 13:54:49+02:00,2.0,2026-04-16 13:38:07+02:00,6.0,2026-04-16 13:15:50+02:00,6.0,2026-04-16 13:02:10+02:00,8.0,,
KALI42,Sud,,,2026-04-16 14:08:56+02:00,9.0,2026-04-16 14:03:40+02:00,9.0,2026-04-16 13:41:07+02:00,3.0,2026-04-16 13:21:50+02:00,6.0,2026-04-16 13:09:20+02:00,7.0,,
SOSO44,Sud,2026-04-16 14:09:54+02:00,15.0,,,2026-04-16 14:07:52+02:00,4.0,2026-04-16 13:47:07+02:00,6.0,2026-04-16 13:24:50+02:00,3.0,,,2026-04-16 13:18:00+02:00,15.0
PIST46,Sud,,,2026-04-16 14:14:20+02:00,5.0,2026-04-16 14:09:40+02:00,2.0,2026-04-16 13:53:07+02:00,6.0,2026-04-16 13:30:50+02:00,6.0,2026-04-16 13:17:10+02:00,8.0,,
KALI48,Sud,,,2026-04-16 14:25:46+02:00,11.0,2026-04-16 14:20:30+02:00,11.0,2026-04-16 13:59:54+02:00,7.0,,,,,,
SOSO50,Sud,2026-04-16 14:25:46+02:00,16.0,,,2026-04-16 14:23:44+02:00,3.0,2026-04-16 14:03:06+02:00,3.0,,,,,,
PIST52,Sud,,,2026-04-16 14:29:12+02:00,3.0,2026-04-16 14:24:32+02:00,1.0,2026-04-16 14:08:07+02:00,5.0,,,,,,
KALI54,Sud,,,2026-04-16 14:38:34+02:00,9.0,2026-04-16 14:33:18+02:00,9.0,2026-04-16 14:12:15+02:00,4.0,,,,,,
SOSO56,Sud,2026-04-16 14:40:05+02:00,14.0,,,2026-04-16 14:38:03+02:00,5.0,2026-04-16 14:18:17+02:00,6.0,2026-04-16 13:56:00+02:00,25.0,,,,
PIST58,Sud,,,2026-04-16 14:44:29+02:00,6.0,2026-04-16 14:39:49+02:00,2.0,2026-04-16 14:23:35+02:00,5.0,2026-04-16 14:01:18+02:00,5.0,,,,
KALI60,Sud,,,2026-04-16 14:52:41+02:00,8.0,2026-04-16 14:47:25+02:00,8.0,2026-04-16 14:26:47+02:00,3.0,2026-04-16 14:06:50+02:00,6.0,,,,
SOSO62,Sud,2026-04-16 14:55:16+02:00,15.0,,,2026-04-16 14:53:14+02:00,6.0,2026-04-16 14:32:07+02:00,5.0,2026-04-16 14:09:59+02:00,3.0,,,2026-04-16 14:03:00+02:00,45.0
PIST64,Sud,,,2026-04-16 15:03:13+02:00,11.0,2026-04-16 14:58:33+02:00,5.0,2026-04-16 14:41:59+02:00,10.0,2026-04-16 14:18:22+02:00,8.0,2026-04-16 14:02:10+02:00,45.0,,
KALI66,Sud,,,2026-04-16 15:10:27+02:00,7.0,2026-04-16 15:05:11+02:00,7.0,2026-04-16 14:44:34+02:00,3.0,2026-04-16 14:21:50+02:00,3.0,2026-04-16 14:09:20+02:00,7.0,,
SOSO68,Sud,2026-04-16 15:10:48+02:00,16.0,,,2026-04-16 15:08:46+02:00,4.0,2026-04-16 14:48:00+02:00,3.0,2026-04-16 14:25:20+02:00,4.0,,,2026-04-16 14:18:00+02:00,15.0
PIST70,Sud,,,2026-04-16 15:15:09+02:00,5.0,2026-04-16 15:10:29+02:00,2.0,2026-04-16 14:54:27+02:00,6.0,2026-04-16 14:31:26+02:00,6.0,2026-04-16 14:17:10+02:00,8.0,,
KALI72,Sud,,,2026-04-16 15:22:51+02:00,8.0,2026-04-16 15:17:35+02:00,7.0,2026-04-16 14:57:07+02:00,3.0,2026-04-16 14:37:00+02:00,6.0,2026-04-16 14:24:20+02:00,7.0,,
SOSO74,Sud,2026-04-16 15:25:37+02:00,15.0,,,2026-04-16 15:23:35+02:00,6.0,2026-04-16 15:03:07+02:00,6.0,2026-04-16 14:39:58+02:00,3.0,,,2026-04-16 14:33:00+02:00,15.0
PIST76,Sud,,,2026-04-16 15:30:32+02:00,8.0,2026-04-16 15:25:52+02:00,2.0,2026-04-16 15:09:29+02:00,6.0,2026-04-16 14:46:47+02:00,7.0,2026-04-16 14:32:10+02:00,8.0,,
KALI78,Sud,,,2026-04-16 15:38:46+02:00,8.0,2026-04-16 15:33:30+02:00,8.0,2026-04-16 15:12:43+02:00,3.0,2026-04-16 14:53:00+02:00,6.0,2026-04-16 14:40:30+02:00,8.0,,
SOSO80,Sud,2026-04-16 15:40:26+02:00,15.0,,,2026-04-16 15:38:24+02:00,5.0,2026-04-16 15:17:08+02:00,4.0,2026-04-16 14:55:08+02:00,2.0,,,2026-04-16 14:48:00+02:00,15.0
PIST82,Sud,,,2026-04-16 15:44:12+02:00,5.0,2026-04-16 15:39:32+02:00,1.0,2026-04-16 15:23:07+02:00,6.0,2026-04-16 15:00:50+02:00,6.0,2026-04-16 14:47:10+02:00,7.0,,
KALI84,Sud,,,2026-04-16 15:52:36+02:00,8.0,2026-04-16 15:47:20+02:00,8.0,2026-04-16 15:26:35+02:00,3.0,2026-04-16 15:06:52+02:00,6.0,2026-04-16 14:54:20+02:00,7.0,,
SOSO86,Sud,2026-04-16 15:57:38+02:00,17.0,,,2026-04-16 15:55:36+02:00,8.0,2026-04-16 15:34:14+02:00,8.0,2026-04-16 15:10:31+02:00,4.0,,,2026-04-16 15:03:00+02:00,15.0
PIST88,Sud,,,2026-04-16 16:01:02+02:00,8.0,2026-04-16 15:56:22+02:00,1.0,2026-04-16 15:39:37+02:00,5.0,2026-04-16 15:17:10+02:00,7.0,2026-04-16 15:02:10+02:00,8.0,,
KALI90,Sud,,,2026-04-16 16:11:23+02:00,10.0,2026-04-16 16:06:07+02:00,10.0,2026-04-16 15:46:07+02:00,7.0,2026-04-16 15:22:20+02:00,5.0,2026-04-16 15:09:20+02:00,7.0,,
SOSO92,Sud,2026-04-16 16:12:16+02:00,15.0,,,2026-04-16 16:10:14+02:00,0.0,2026-04-16 15:49:37+02:00,4.0,2026-04-16 15:27:10+02:00,5.0,,,2026-04-16 15:20:20+02:00,17.0
PIST94,Sud,,,2026-04-16 16:14:33+02:00,3.0,2026-04-16 16:09:53+02:00,4.0,2026-04-16 15:53:37+02:00,4.0,2026-04-16 15:30:50+02:00,4.0,2026-04-16 15:17:10+02:00,8.0,,
KALI96,Sud,,,2026-04-16 16:22:00+02:00,7.0,2026-04-16 16:16:44+02:00,7.0,2026-04-16 15:56:14+02:00,3.0,2026-04-16 15:36:57+02:00,6.0,2026-04-16 15:24:20+02:00,7.0,,
SOSO98,Sud,2026-04-16 16:25:16+02:00,13.0,,,2026-04-16 16:23:14+02:00,7.0,2026-04-16 16:02:26+02:00,6.0,2026-04-16 15:40:30+02:00,4.0,,,2026-04-16 15:33:00+02:00,13.0
PINA02,Sud,,,2026-04-16 16:29:12+02:00,7.0,2026-04-16 16:24:32+02:00,1.0,2026-04-16 16:08:07+02:00,6.0,2026-04-16 15:45:50+02:00,5.0,2026-04-16 15:32:10+02:00,8.0,,
KANE04,Sud,,,2026-04-16 16:37:40+02:00,8.0,2026-04-16 16:32:24+02:00,8.0,2026-04-16 16:11:07+02:00,3.0,2026-04-16 15:51:50+02:00,6.0,2026-04-16 15:39:20+02:00,7.0,,
SOME06,Sud,2026-04-16 16:39:46+02:00,15.0,,,2026-04-16 16:37:44+02:00,5.0,2026-04-16 16:17:07+02:00,6.0,2026-04-16 15:54:50+02:00,3.0,,,2026-04-16 15:48:00+02:00,15.0
PINA08,Sud,,,2026-04-16 16:46:23+02:00,9.0,2026-04-16 16:40:52+02:00,3.0,2026-04-16 16:25:07+02:00,8.0,2026-04-16 16:01:57+02:00,7.0,2026-04-16 15:47:10+02:00,8.0,,
PQUL10,Sud,,,2026-04-16 16:53:42+02:00,7.0,2026-04-16 16:48:26+02:00,8.0,2026-04-16 16:27:05+02:00,2.0,2026-04-16 16:06:50+02:00,5.0,2026-04-16 15:54:20+02:00,7.0,,
SOME12,Sud,2026-04-16 16:55:08+02:00,15.0,,,2026-04-16 16:53:06+02:00,5.0,2026-04-16 16:32:07+02:00,5.0,2026-04-16 16:10:14+02:00,3.0,,,2026-04-16 16:03:00+02:00,15.0
LOUP14,Sud,,,2026-04-16 17:06:20+02:00,13.0,2026-04-16 17:01:30+02:00,8.0,2026-04-16 16:39:47+02:00,8.0,2026-04-16 16:17:30+02:00,7.0,2026-04-16 16:02:10+02:00,8.0,,
KERN16,Sud,,,2026-04-16 17:09:47+02:00,3.0,2026-04-16 17:04:06+02:00,3.0,2026-04-16 16:41:07+02:00,1.0,,,,,,
STAR18,Sud,2026-04-16 17:08:24+02:00,13.0,,,2026-04-16 17:06:12+02:00,2.0,2026-04-16 16:44:39+02:00,4.0,2026-04-16 16:22:22+02:00,5.0,2026-04-16 16:08:10+02:00,6.0,,
PGAZ20,Sud,,,2026-04-16 17:15:20+02:00,6.0,2026-04-16 17:10:30+02:00,4.0,2026-04-16 16:51:07+02:00,6.0,2026-04-16 16:24:50+02:00,2.0,,,2026-04-16 16:18:00+02:00,15.0
LOUP22,Sud,,,2026-04-16 17:18:25+02:00,3.0,2026-04-16 17:13:35+02:00,3.0,2026-04-16 16:52:03+02:00,1.0,2026-04-16 16:28:10+02:00,3.0,2026-04-16 16:14:10+02:00,6.0,,
KERN24,Sud,,,2026-04-16 17:23:11+02:00,5.0,2026-04-16 17:17:30+02:00,4.0,2026-04-16 16:56:35+02:00,5.0,,,,,,
STAR26,Sud,2026-04-16 17:22:22+02:00,14.0,,,2026-04-16 17:20:10+02:00,3.0,2026-04-16 17:01:07+02:00,5.0,2026-04-16 16:33:50+02:00,6.0,2026-04-16 16:20:10+02:00,6.0,,
PGAZ28,Sud,,,2026-04-16 17:27:10+02:00,4.0,2026-04-16 17:22:20+02:00,2.0,2026-04-16 17:01:13+02:00,0.0,2026-04-16 16:36:50+02:00,3.0,,,2026-04-16 16:30:00+02:00,12.0
LOUP30,Sud,,,2026-04-16 17:29:44+02:00,3.0,2026-04-16 17:24:54+02:00,3.0,2026-04-16 17:03:32+02:00,2.0,2026-04-16 16:39:50+02:00,3.0,2026-04-16 16:26:10+02:00,6.0,,
KERN32,Sud,,,2026-04-16 17:32:10+02:00,2.0,2026-04-16 17:26:29+02:00,2.0,2026-04-16 17:05:07+02:00,2.0,,,,,,
STAR34,Sud,2026-04-16 17:31:40+02:00,9.0,,,2026-04-16 17:29:28+02:00,3.0,2026-04-16 17:08:30+02:00,3.0,2026-04-16 16:45:50+02:00,6.0,2026-04-16 16:32:00+02:00,6.0,,
PGAZ36,Sud,,,2026-04-16 17:37:23+02:00,5.0,2026-04-16 17:32:33+02:00,3.0,2026-04-16 17:11:33+02:00,3.0,2026-04-16 16:49:16+02:00,3.0,,,2026-04-16 16:42:00+02:00,12.0
LOUP38,Sud,,,2026-04-16 17:40:19+02:00,3.0,2026-04-16 17:35:29+02:00,3.0,2026-04-16 17:14:37+02:00,3.0,2026-04-16 16:51:50+02:00,3.0,2026-04-16 16:38:00+02:00,6.0,,
KERN40,Sud,,,2026-04-16 17:44:10+02:00,4.0,2026-04-16 17:38:29+02:00,3.0,2026-04-16 17:17:07+02:00,3.0,,,,,,
STAR42,Sud,2026-04-16 17:45:02+02:00,13.0,,,2026-04-16 17:42:50+02:00,4.0,2026-04-16 17:21:33+02:00,4.0,2026-04-16 16:59:16+02:00,7.0,2026-04-16 16:44:00+02:00,6.0,,
PGAZ44,Sud,,,2026-04-16 17:50:29+02:00,6.0,2026-04-16 17:45:39+02:00,3.0,2026-04-16 17:23:16+02:00,2.0,2026-04-16 17:00:59+02:00,2.0,,,2026-04-16 16:54:00+02:00,12.0
LOUP46,Sud,,,2026-04-16 17:52:50+02:00,2.0,2026-04-16 17:48:00+02:00,2.0,2026-04-16 17:26:41+02:00,3.0,2026-04-16 17:04:24+02:00,3.0,2026-04-16 16:50:30+02:00,7.0,,
KERN48,Sud,,,2026-04-16 17:56:10+02:00,3.0,2026-04-16 17:50:29+02:00,2.0,2026-04-16 17:29:07+02:00,2.0,,,,,,
STAR50,Sud,2026-04-16 17:55:36+02:00,11.0,,,2026-04-16 17:53:24+02:00,3.0,2026-04-16 17:32:07+02:00,3.0,2026-04-16 17:09:50+02:00,5.0,2026-04-16 16:56:00+02:00,6.0,,
PGAZ52,Sud,,,2026-04-16 18:01:09+02:00,5.0,2026-04-16 17:56:19+02:00,3.0,2026-04-16 17:35:07+02:00,3.0,2026-04-16 17:12:50+02:00,3.0,,,2026-04-16 17:06:00+02:00,12.0
LOUP54,Sud,,,2026-04-16 18:04:19+02:00,3.0,2026-04-16 17:59:29+02:00,3.0,2026-04-16 17:38:07+02:00,3.0,2026-04-16 17:15:50+02:00,3.0,2026-04-16 17:02:00+02:00,6.0,,
STAR58,Sud,2026-04-16 18:07:36+02:00,12.0,,,2026-04-16 18:05:24+02:00,6.0,2026-04-16 17:44:07+02:00,6.0,2026-04-16 17:21:50+02:00,6.0,2026-04-16 17:08:00+02:00,6.0,,
PGAZ60,Sud,,,2026-04-16 18:13:09+02:00,9.0,2026-04-16 18:08:19+02:00,3.0,2026-04-16 17:47:07+02:00,3.0,2026-04-16 17:24:50+02:00,3.0,,,2026-04-16 17:18:00+02:00,12.0
LOUP62,Sud,,,2026-04-16 18:16:19+02:00,3.0,2026-04-16 18:11:29+02:00,3.0,2026-04-16 17:50:07+02:00,3.0,2026-04-16 17:27:50+02:00,3.0,2026-04-16 17:14:00+02:00,6.0,,
KERN64,Sud,,,2026-04-16 18:20:10+02:00,4.0,2026-04-16 18:14:29+02:00,3.0,2026-04-16 17:53:07+02:00,3.0,,,,,,
STAR66,Sud,2026-04-16 18:19:36+02:00,12.0,,,2026-04-16 18:17:24+02:00,3.0,2026-04-16 17:56:07+02:00,3.0,2026-04-16 17:33:50+02:00,6.0,2026-04-16 17:20:00+02:00,6.0,,
PGAZ68,Sud,,,2026-04-16 18:25:09+02:00,5.0,2026-04-16 18:20:19+02:00,3.0,2026-04-16 17:59:07+02:00,3.0,2026-04-16 17:36:50+02:00,3.0,,,2026-04-16 17:30:00+02:00,12.0
LOUP70,Sud,,,2026-04-16 18:28:19+02:00,3.0,2026-04-16 18:23:29+02:00,3.0,2026-04-16 18:02:07+02:00,3.0,2026-04-16 17:39:50+02:00,3.0,2026-04-16 17:26:00+02:00,6.0,,
KERN72,Sud,,,2026-04-16 18:32:10+02:00,4.0,2026-04-16 18:26:29+02:00,3.0,2026-04-16 18:05:07+02:00,3.0,,,,,,
STAR74,Sud,2026-04-16 18:31:36+02:00,12.0,,,2026-04-16 18:29:24+02:00,3.0,2026-04-16 18:08:07+02:00,3.0,2026-04-16 17:45:50+02:00,6.0,2026-04-16 17:32:00+02:00,6.0,,
PGAZ76,Sud,,,2026-04-16 18:37:09+02:00,5.0,2026-04-16 18:32:19+02:00,3.0,2026-04-16 18:11:07+02:00,3.0,2026-04-16 17:48:50+02:00,3.0,,,2026-04-16 17:42:00+02:00,12.0
LOUP78,Sud,,,2026-04-16 18:40:19+02:00,3.0,2026-04-16 18:35:29+02:00,3.0,2026-04-16 18:14:07+02:00,3.0,2026-04-16 17:51:50+02:00,3.0,2026-04-16 17:38:00+02:00,6.0,,
STAR82,Sud,2026-04-16 18:43:36+02:00,12.0,,,2026-04-16 18:41:24+02:00,6.0,2026-04-16 18:20:07+02:00,6.0,2026-04-16 17:57:50+02:00,6.0,2026-04-16 17:44:00+02:00,6.0,,
PGAZ84,Sud,,,2026-04-16 18:49:09+02:00,9.0,2026-04-16 18:44:19+02:00,3.0,2026-04-16 18:23:07+02:00,3.0,2026-04-16 18:00:50+02:00,3.0,,,2026-04-16 17:54:00+02:00,12.0
LOUP86,Sud,,,2026-04-16 18:52:19+02:00,3.0,2026-04-16 18:47:29+02:00,3.0,2026-04-16 18:26:07+02:00,3.0,2026-04-16 18:03:50+02:00,3.0,2026-04-16 17:50:00+02:00,6.0,,
STAR90,Sud,2026-04-16 18:55:36+02:00,12.0,,,2026-04-16 18:53:24+02:00,6.0,2026-04-16 18:32:07+02:00,6.0,2026-04-16 18:09:50+02:00,6.0,2026-04-16 17:56:00+02:00,6.0,,
PGAZ92,Sud,,,2026-04-16 19:01:09+02:00,9.0,2026-04-16 18:56:19+02:00,3.0,2026-04-16 18:35:07+02:00,3.0,2026-04-16 18:12:50+02:00,3.0,,,2026-04-16 18:06:00+02:00,12.0
LOUP94,Sud,,,2026-04-16 19:04:19+02:00,3.0,2026-04-16 18:59:29+02:00,3.0,2026-04-16 18:38:07+02:00,3.0,2026-04-16 18:15:50+02:00,3.0,2026-04-16 18:02:00+02:00,6.0,,
SOSI40,Sud,2026-04-17 07:26:32+02:00,12.0,,,2026-04-17 07:24:30+02:00,5.0,2026-04-17 07:06:07+02:00,748.0,2026-04-16 06:43:56+02:00,7.0,,,2026-04-16 06:37:06+02:00,9.0
LORE42,Sud,,,2026-04-17 07:34:31+02:00,9.0,2026-04-17 07:29:41+02:00,5.0,2026-04-17 07:08:37+02:00,3.0,2026-04-16 06:46:26+02:00,3.0,2026-04-16 06:32:10+02:00,9.0,,
KLEE44,Sud,,,2026-04-17 07:38:10+02:00,4.0,2026-04-17 07:32:29+02:00,3.0,2026-04-17 07:11:07+02:00,3.0,2026-04-16 06:49:29+02:00,3.0,,,2026-04-16 06:42:39+02:00,6.0
STIN46,Sud,2026-04-17 07:37:36+02:00,11.0,,,2026-04-17 07:35:24+02:00,3.0,2026-04-17 07:14:07+02:00,3.0,2026-04-16 06:52:48+02:00,3.0,2026-04-16 06:38:00+02:00,6.0,,
PAUL48,Sud,,,2026-04-17 07:43:34+02:00,5.0,2026-04-17 07:38:44+02:00,3.0,2026-04-17 07:15:48+02:00,2.0,2026-04-16 06:55:46+02:00,3.0,,,2026-04-16 06:48:00+02:00,5.0
LORE50,Sud,,,2026-04-17 07:48:11+02:00,5.0,2026-04-17 07:43:21+02:00,5.0,2026-04-17 07:21:21+02:00,6.0,2026-04-16 06:57:50+02:00,2.0,2026-04-16 06:44:00+02:00,6.0,,
STIN54,Sud,2026-04-17 07:50:16+02:00,13.0,,,2026-04-17 07:48:04+02:00,5.0,2026-04-17 07:26:14+02:00,5.0,2026-04-16 07:04:20+02:00,7.0,2026-04-16 06:50:30+02:00,7.0,,
KLEE52,Sud,,,2026-04-17 07:54:59+02:00,7.0,2026-04-17 07:49:18+02:00,1.0,2026-04-17 07:28:17+02:00,2.0,2026-04-17 07:06:00+02:00,770.0,,,2026-04-16 06:54:00+02:00,6.0
PAUL56,Sud,,,2026-04-17 07:59:12+02:00,4.0,2026-04-17 07:54:22+02:00,5.0,2026-04-17 07:33:37+02:00,5.0,2026-04-17 07:11:20+02:00,5.0,,,2026-04-16 07:00:50+02:00,7.0
LORE58,Sud,,,2026-04-17 08:00:29+02:00,1.0,2026-04-17 07:55:39+02:00,1.0,2026-04-17 07:33:51+02:00,0.0,2026-04-17 07:11:34+02:00,0.0,2026-04-16 06:56:00+02:00,6.0,,
STIN62,Sud,2026-04-17 08:01:36+02:00,11.0,,,2026-04-17 07:59:24+02:00,4.0,2026-04-17 07:38:07+02:00,4.0,2026-04-17 07:15:50+02:00,4.0,2026-04-16 07:02:00+02:00,6.0,,
KLEE60,Sud,,,2026-04-17 08:05:53+02:00,5.0,2026-04-17 08:00:12+02:00,1.0,2026-04-17 07:38:50+02:00,1.0,2026-04-17 07:16:33+02:00,1.0,,,2026-04-17 07:09:43+02:00,784.0
